target_file,sha256,rows,valid_rows,invalid_rows,nonpositive_error_rows,exact_duplicate_rows,exact_duplicate_fraction,repeated_epoch_rows,repeated_epoch_fraction,conflicting_epoch_rows,reference_count,instrument_count,provenance_confounded,untraceable_rows,rv_full_span,rv_robust_90pct_span,full_to_robust_span_ratio,median_uncertainty,inference_ready
HD_154088_RV.csv,6f7a8b1d3d789c2fd16c95ed64b5cf8d1bd75ffb5e7e91cad3df0cd62a40d288,1043,1043,0,0,0,0.0,250,0.23969319271332695,250,3,1,True,0,14171.635743052399,14158.127497449359,1.0009540983160008,0.9426,False
HD_154345_RV.csv,22fcc4772cede2765f1d9318964ad7d8007f83adb48b031f823841546cfbf9d2,660,660,0,0,0,0.0,257,0.3893939393939394,257,8,1,True,0,47019.1,46960.19149999999,1.0012544348333845,1.3451,False
HD_156279_RV.csv,04718879730cdd81b706eb31a1e1329201500599b930a9ae9233cba05f7794a6,216,216,0,0,0,0.0,18,0.08333333333333333,18,6,1,True,0,21842.440000000002,21346.9375,1.0232118775819719,1.0871,False
HD_156668_RV.csv,0538c9c223e22f3e18e60d43948905a927a20d74a5c8a0c12a7c3aa74d189823,1300,1300,0,0,0,0.0,126,0.09692307692307692,126,3,1,True,0,44569.85,12.311,3620.327349524815,1.1,False
HD_156846_RV.csv,7e7abfd503cefb88e39a2cf229792c5a314eea648d17fe7d499847fc568cdb6b,418,418,0,0,0,0.0,0,0.0,0,3,1,True,0,69790.37,68997.2234693796,1.0114953398229478,2.119716552671905,False
HD_158259_RV.csv,a291eb064c3f997bd9bc5eb05f824c5f599aff2a04d10a03b6d684cc95dc577b,415,415,0,0,0,0.0,382,0.9204819277108434,382,4,1,True,0,124.5,31.37999999999738,3.9674952198856084,1.345,False
HD_160691_RV.csv,2be118ae7ba836e5074431a0e3495bc07de5628d44feb1e7d6ac16b91d9f0a57,3322,3322,0,0,0,0.0,0,0.0,0,6,1,True,0,108400.0,93.86235256221516,1154.8826237670614,0.606833247808188,False
HD_16141_RV.csv,5bfa840e4599d52bb160ea470af70dbd932f31143a0bfbcd23929ebf004bda4f,382,382,0,0,0,0.0,232,0.6073298429319371,232,6,1,True,0,51434.68,50897.82964898479,1.010547607918011,1.28854864903581,False
HD_16417_RV.csv,f8bf37d6db096dcabdfbe94cadcea98c4a835d2c9749ae915c175eb9c56f41a7,454,454,0,0,0,0.0,0,0.0,0,3,1,True,0,11370.7081934785,11235.140435502364,1.0120664052892254,0.5045989946397306,False
HD_164595_RV.csv,6dc184e69614a948a428ac22ee48af26df70414f5153f61ad6651d974b28e464,302,302,0,0,0,0.0,236,0.7814569536423841,236,6,1,True,0,2157.35235504554,2115.058,1.019996782615673,1.3769999999999998,False
HD_164922_RV.csv,5c1a9f5481ea03e470a0ec8d68658b763d890fb1a1672af2b8a50ea97d00ff01,1153,1153,0,0,0,0.0,313,0.27146574154379877,313,4,1,True,0,31306.1,16946.92199999927,1.8473030087706397,1.1137,False
HD_166724_RV.csv,a02594f4217386c71048b2ea3385721ba974c2e5d130f8d47e18fe5f749abc8e,219,219,0,0,0,0.0,0,0.0,0,1,1,False,0,38767.4376167767,260.91361193204284,148.5834231863457,4.77366390487643,False
HD_167042_RV.csv,9c095b54f00ca215ca95bc742d2e02a866ce945a47078249bbb00523d38c1c44,262,262,0,0,0,0.0,0,0.0,0,3,1,True,0,93.47,61.51849999999999,1.5193803490007074,0.8239000000000001,False
HD_168009_RV.csv,6ef710757c1c5502d342e2028763536de6b8902a473483b3ecbb8ac631ad4879,765,765,0,0,0,0.0,126,0.16470588235294117,126,4,1,True,0,64720.92,64627.486,1.0014457316195156,1.5563,False
HD_168443_RV.csv,a1f53fa8cbee7da930542048e7f448173038f37062ee6f1674b146868d9f03d6,778,778,0,0,0,0.0,352,0.4524421593830334,352,9,1,True,0,50365.6187533061,49146.51,1.0248056017264726,1.66,False
HD_168746_RV.csv,e89ed7e3baf5524913bfdddc86dd33b130d77f16311d785f4bba48890b6e0997,290,290,0,0,0,0.0,48,0.16551724137931034,48,5,1,True,0,26202.93,25691.632757327177,1.0199013136884811,5.0,False
HD_169830_RV.csv,d5c6da5bfce26c971ee084360eae9775abe90904e768357a0ca844f9dcf10e19,509,509,0,0,0,0.0,44,0.08644400785854617,44,4,1,True,0,142032.5783558025,17430.3277764544,8.148589067135383,2.968862242645,False
HD_171238_RV.csv,a7cbcc674f6c858641a5d1bef20c5f5f58ac4794e516d69a42b06ee117610c26,264,264,0,0,0,0.0,0,0.0,0,2,1,True,0,21733.700678545098,272.5519234518142,79.74150541039019,3.448262410959468,False
HD_17156_RV.csv,36160311858b1af04f1fd19a5e051d4b05a63507a9dda83a9c35473b2478685e,250,250,0,0,0,0.0,48,0.192,48,8,1,True,0,8271.83,8071.556,1.0248123162374145,3.0220000000000002,False
HD_175541_RV.csv,bff7849b87ae726e497c044b739990cce98779d17c6a686a83e93a5a737121b0,294,294,0,0,0,0.0,110,0.3741496598639456,110,3,1,True,0,19721.9714753243,19700.68566887977,1.0010804601830763,1.186,False
