target,file,file_name,rows,archives,instruments,bjd_min,bjd_max,rv_min,rv_max,has_activity,relative_file
HD 188015,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/HD_188015_RV.csv,HD_188015_RV.csv,216,DACE_PUBLIC,DACE,2451754.89558,2458723.7471,-66.5932,42.2,False,data/HD_188015_RV.csv
UID_0053721_RVC_008.tbl,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/UID_0053721_RVC_008.tbl_RV.csv,UID_0053721_RVC_008.tbl_RV.csv,215,NASA_RADIAL,UID_0053721_RVC_008,2449767.91834,2455603.88481,-65.5299987793,75.9400024414,False,data/UID_0053721_RVC_008.tbl_RV.csv
HD 37605,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/HD_37605_RV.csv,HD_37605_RV.csv,214,DACE_PUBLIC,DACE,2453002.6715,2456640.95688,-412.1,143.4,False,data/HD_37605_RV.csv
GJ 676 A,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/GJ_676_A_RV.csv,GJ_676_A_RV.csv,213,DACE_PUBLIC,DACE,2453917.74799,2459296.922425,-39292.296039595,90.78,False,data/GJ_676_A_RV.csv
GJ 163,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/GJ_163_RV.csv,GJ_163_RV.csv,212,DACE_PUBLIC,DACE,2452942.8047752,2459922.79985327,23773.2697142373,58600.832906848,False,data/GJ_163_RV.csv
HD 28185,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/HD_28185_RV.csv,HD_28185_RV.csv,211,DACE_PUBLIC,DACE,2448226.701,2459472.90042984,-123.6,50569.1181457294,False,data/HD_28185_RV.csv
HD 106252,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/HD_106252_RV.csv,HD_106252_RV.csv,209,DACE_PUBLIC,DACE,2447567.651,2462295.022,-206.7,16040.0,False,data/HD_106252_RV.csv
GJ 480,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/GJ_480_RV.csv,GJ_480_RV.csv,209,DACE_PUBLIC,DACE,2454126.69755,2457825.65305,-4774.0,12.77,False,data/GJ_480_RV.csv
HD 18599,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/HD_18599_RV.csv,HD_18599_RV.csv,209,DACE_PUBLIC,DACE,2452188.84312411,2461021.63407073,10.3591135750215,209.669160206362,False,data/HD_18599_RV.csv
K2-138,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/K2-138_RV.csv,K2-138_RV.csv,208,DACE_PUBLIC,DACE,2458021.57388082,2458365.85767831,413.835714618024,742.194696617392,False,data/K2-138_RV.csv
HD 216437,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/HD_216437_RV.csv,HD_216437_RV.csv,206,DACE_PUBLIC,DACE,2448436.922,2459472.61505085,-2660.0,51.7,False,data/HD_216437_RV.csv
HD 20003,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/HD_20003_RV.csv,HD_20003_RV.csv,206,DACE_PUBLIC,DACE,2449731.61,2457994.89958635,-16500.0,-16010.0,False,data/HD_20003_RV.csv
UID_0050583_RVC_001.tbl,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/UID_0050583_RVC_001.tbl_RV.csv,UID_0050583_RVC_001.tbl_RV.csv,205,NASA_RADIAL,UID_0050583_RVC_001,2452776.107091,2454971.053095,-90.5,455.7,False,data/UID_0050583_RVC_001.tbl_RV.csv
HD 5319,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/HD_5319_RV.csv,HD_5319_RV.csv,204,DACE_PUBLIC,DACE,2453014.75563,2458792.71022631,-58.57,362.329521508328,False,data/HD_5319_RV.csv
HD 126614,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/HD_126614_RV.csv,HD_126614_RV.csv,203,DACE_PUBLIC,DACE,2445867.456,2458660.74372,-34270.0,60.4,False,data/HD_126614_RV.csv
K2-167,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/K2-167_RV.csv,K2-167_RV.csv,203,DACE_PUBLIC,DACE,2457254.59392138,2459909.58035436,-17559.5836492766,-17537.353567816,False,data/K2-167_RV.csv
HD 137496,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/HD_137496_RV.csv,HD_137496_RV.csv,203,DACE_PUBLIC,DACE,2458543.9112038,2459447.51526181,-100305750.453737,-2820.42842740745,False,data/HD_137496_RV.csv
HD 150706,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/HD_150706_RV.csv,HD_150706_RV.csv,203,DACE_PUBLIC,DACE,2450649.4745,2457821.67293,-17290.1,24.96,False,data/HD_150706_RV.csv
UID_0113357_RVC_005.tbl,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/UID_0113357_RVC_005.tbl_RV.csv,UID_0113357_RVC_005.tbl_RV.csv,202,NASA_RADIAL,UID_0113357_RVC_005,2450002.67293,2455846.74056,-71.4648513794,112.006546021,False,data/UID_0113357_RVC_005.tbl_RV.csv
HD 6434,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/HD_6434_RV.csv,HD_6434_RV.csv,200,DACE_PUBLIC,DACE,2444625.561,2458738.69257754,22410.0,23850.0,False,data/HD_6434_RV.csv
UID_0053721_RVC_003.tbl,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/UID_0053721_RVC_003.tbl_RV.csv,UID_0053721_RVC_003.tbl_RV.csv,200,NASA_RADIAL,UID_0053721_RVC_003,2453313.99225,2453901.64093,-22.7,64.1,False,data/UID_0053721_RVC_003.tbl_RV.csv
BD-08 2823,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/BD-08_2823_RV.csv,BD-08_2823_RV.csv,199,DACE_PUBLIC,DACE,2453007.83343,2458216.64531755,53312.4048205323,53368.1,False,data/BD-08_2823_RV.csv
91 Aqr,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/91_Aqr_RV.csv,91_Aqr_RV.csv,199,DACE_PUBLIC,DACE,2451744.976,2455894.68,-25946.9934659112,134.7,False,data/91_Aqr_RV.csv
HD 260655,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/HD_260655_RV.csv,HD_260655_RV.csv,198,DACE_PUBLIC,DACE,2450839.94362,2460028.5672256,-58077.3428146368,12.86,False,data/HD_260655_RV.csv
HD 208487,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/HD_208487_RV.csv,HD_208487_RV.csv,197,DACE_PUBLIC,DACE,2447811.627,2458755.48392115,-27.9,6270.0,False,data/HD_208487_RV.csv
GJ 1214,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/GJ_1214_RV.csv,GJ_1214_RV.csv,197,DACE_PUBLIC,DACE,2454993.76749,2458728.57415157,-16.122,25191.6249573271,False,data/GJ_1214_RV.csv
HD 31253,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/HD_31253_RV.csv,HD_31253_RV.csv,196,DACE_PUBLIC,DACE,2450838.75189,2458794.93835,-27.93,12232.6,False,data/HD_31253_RV.csv
GJ 625,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/GJ_625_RV.csv,GJ_625_RV.csv,195,DACE_PUBLIC,DACE,2450862.14882,2458648.84695,-13017.2,10.31,False,data/GJ_625_RV.csv
UID_0043587_RVC_006.tbl,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/UID_0043587_RVC_006.tbl_RV.csv,UID_0043587_RVC_006.tbl_RV.csv,193,NASA_RADIAL,UID_0043587_RVC_006,2453339.04482,2456829.7407,-105.739021079,97.9688437945,False,data/UID_0043587_RVC_006.tbl_RV.csv
HD 190228,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/HD_190228_RV.csv,HD_190228_RV.csv,192,DACE_PUBLIC,DACE,2450652.5558,2456892.05641,-50416.0,118.0,False,data/HD_190228_RV.csv
K2-263,/content/drive/MyDrive/Jana_RV_Archive_1GB/merged_rv_archive/per_target/K2-263_RV.csv,K2-263_RV.csv,192,DACE_PUBLIC,DACE,2457379.63238342,2458924.55022442,29805.0160963452,29844.7931545834,False,data/K2-263_RV.csv
